event_type,step_count,episode_reward,robot_x,robot_y,goal_x,goal_y,goal_dist
collision,37,-55.34092480183009,0.6592236253242574,-0.008074006456984058,4.835177536499526,1.5963338441135453,4.473557378555949
timeout,150,-44.472815454501415,1.8715954772623884,0.19800823932335113,4.251762276689373,1.1245529746186178,2.554149396491496
collision,43,-57.58735267318983,0.4757097870582451,-0.06297596988523008,4.831337882997001,1.5129782049348681,4.63196801276347
timeout,150,-33.97127181674295,2.133358068728172,-0.1304948763233511,4.01020967204985,1.8254699643992711,2.710787781998847
collision,99,-55.99046594242391,1.0669953017759783,0.4223197266061913,4.680271225411624,1.181554299400707,3.692180932301598
timeout,150,-32.699455310689764,1.7620881385564267,0.39982260742551584,4.239878966402258,1.3156694823030222,2.641632617299352
collision,60,-55.49666879664724,0.7337139735306002,-0.11553321719067539,4.691206491242512,1.099682521210494,4.139866702999465
collision,67,-57.2626448393233,0.7460781327380464,0.13402894569924295,4.622603521881654,1.993048001633149,4.299232599313556
timeout,150,-33.7933026270957,2.0330828198659416,0.11926118226489484,4.01479370346491,1.9903398887956794,2.725456576833966
collision,42,-56.86506735505686,0.6483586460655546,-0.010672846948644227,4.735837389721451,1.693102305123962,4.4283554790304285
collision,123,-52.7877931470908,1.604449962078309,0.5353955271207195,4.536081702182067,1.0116598810386466,2.9700660589280923
collision,51,-53.71274729933242,0.7615415032750713,-0.012095545750140983,4.4663458431275656,1.5708863593782458,4.028822024929095
collision,140,-51.45037287396464,2.0528667237932448,0.1807348751494882,4.262049248715166,1.9182113627231638,2.810571467387327
timeout,150,-33.246213091703034,2.0688500408983996,-0.030391544494225247,4.907542630399131,1.3477689472281442,3.155550975444829
collision,31,-56.58502945156983,0.45996367655886494,-0.035249597243943886,4.371981894156452,1.770775064210576,4.308783077923199
timeout,150,-43.527863155953995,1.7568621468647125,0.21507378245064618,4.65540912532297,1.1423061165526114,3.043244056551113
collision,137,-56.759521093936286,1.8429326886329822,-0.0058103922976507965,4.9617875942819865,1.5480096029463706,3.484481668786764
collision,57,-52.761761199750225,0.884441492680524,0.05333379101988174,4.27400821693262,1.3156444250513637,3.6169864134312206
collision,46,-60.574883457185486,0.5886850247703528,-0.059445663814266164,4.326707653508,1.7126354836292723,4.136796437592683
timeout,150,-38.332397491374586,2.2499838661659153,-0.09379794700092665,4.269965190734569,1.724748950249848,2.717984063438664
collision,60,-54.19059138121077,0.858901276745746,-0.056309120837429436,4.152472471864205,1.01795417833458,3.464340175742268
timeout,150,-41.452207615333236,1.7888989033345697,0.15122046593105867,4.109800617516287,1.0845480598680175,2.501536560695403
timeout,150,-35.6484894375702,1.637124982888309,-0.14069038521335203,4.096583946777464,1.3329675729083346,2.8671599489024144
timeout,150,-49.64138479037318,1.4662681762450553,0.34797374960112193,4.055521541138397,1.7937639346679428,2.965559348056795
collision,100,-57.20691133699421,1.0216935873613127,0.2388473003600786,4.6171982936854015,1.5814372178468408,3.8379944997010855
collision,63,-58.80193360384729,1.034582777421389,-0.037644113413539494,4.254302148771264,1.9274624050977174,3.772033464769509
collision,58,-66.10945680736336,0.6143134997140774,-0.06018061102183251,4.464872848622662,1.8075978471905778,4.279649946950057
timeout,150,-58.1763084801396,1.5519588670013775,0.2898804445195467,4.746813487952554,1.4846530920893608,3.4109496813049107
