event_type,step_count,episode_reward,robot_x,robot_y,goal_x,goal_y,goal_dist
timeout,150,-33.00750806159236,1.7113160574075665,0.4683424059311974,4.2882726371452,1.3053545497676067,2.709482338525701
timeout,150,-36.794872768109684,1.4539824701625848,0.12870768131062588,4.34059738867672,1.6108051575989797,3.24486650218598
timeout,150,-39.373774967747295,1.3043663575656135,-0.04785301177890878,4.757015878397971,1.6448254659446704,3.8452502054681075
timeout,150,-35.73218249240515,1.5757490518088286,0.08827760418214056,4.577383338941687,1.235457469353376,3.21338295830825
timeout,150,-30.968627872237146,2.145328873199643,0.10643232402364276,4.796781854800518,1.0578962265239436,2.816999551189398
timeout,150,-29.261316347442104,2.345379126963781,0.19157592828913367,4.030295626791397,1.5528731313680448,2.1661194995894872
timeout,150,-31.62408793885083,2.0685551480870354,0.18755736152188074,4.732253511092224,1.2982054096866782,2.8859709035208225
timeout,150,-33.27720867886589,2.150020191265247,-0.08018094025687021,4.697690916792696,1.7983448734091272,3.165357066480661
timeout,150,-32.13782141710153,1.992635057059756,-0.1034491661713482,4.281533918916122,1.0198348887381457,2.5496715607743057
timeout,150,-35.95393184084774,1.9682291939138132,-0.4215638988781869,4.4899923315080175,1.670318881538648,3.2764711030517932
timeout,150,-39.65504092487523,1.2785677732512204,-0.08437880469079533,4.172943430604005,1.9758323965158937,3.5527286188863165
timeout,150,-39.013546526049446,1.2216110141858705,0.05127740158258665,4.744768445834831,1.124501250092746,3.6829943954877606
timeout,150,-34.44066226753101,2.1259152879058356,-0.4624652499274659,4.913349400639667,1.4102070850382433,3.3580784098913123
timeout,150,-33.93468142197381,1.9729580902256192,0.048133556853165546,4.330917614930826,1.9203908463336679,3.0108670641795
timeout,150,-37.48884774124822,1.9343785385704733,-0.659449544829634,4.855592389345742,1.611550406608341,3.700125827778369
timeout,150,-31.69975027494874,2.5567583040035196,-0.36315058293618435,4.711573296138121,1.6772752628986254,2.9675857666929764
timeout,150,-35.39955141708491,1.9734382032431244,-0.17947256746130663,4.341914070335574,1.9665854754941454,3.1961293867321947
timeout,150,-30.23286262588611,2.3302524605718946,-0.18109815668791332,4.4129654729416465,1.1204996984867865,2.45598258717151
timeout,150,-30.729261291317805,2.152439688934373,0.2575499926655452,4.862913208697225,1.1713087182350224,2.8603534239478132
timeout,150,-31.439222839338267,2.200824602902754,0.2475617501804851,4.568777983859002,1.9356292466621765,2.908053487654602
timeout,150,-32.71915555284033,2.237370203949076,-0.11605806088828285,4.592841656532553,1.7751915622516155,3.020773228986665
timeout,150,-35.07129492627979,1.945714775303738,-0.3172561761714703,4.974748537507878,1.3642757013470042,3.4644761491000873
timeout,150,-31.27417491826442,1.9896109244967966,0.21493162259880447,4.242056156106091,1.2046667027690456,2.460301820980313
timeout,150,-36.83399362548012,1.9712787662383406,-0.7155666522506827,4.262085334398999,1.4440189020715062,3.1482700804036954
timeout,150,-31.743096836473203,2.146212130133773,0.27104530907562313,4.731448538934966,1.869257879139214,3.039363536745902
timeout,150,-31.991634753160763,2.109702672786862,0.02651876615446669,4.081527723358405,1.591819791826296,2.5175903818990784
timeout,150,-32.07182041787174,2.253096390450164,-0.016747075969739487,4.8918133315018935,1.6965985529532237,3.1461691529768103
timeout,150,-30.686077188529737,2.159471372322495,0.21746118529132402,4.868640389607468,1.0853691206162528,2.8447954141584257
timeout,150,-33.358729839880645,1.7801774121642338,0.41551459040762884,4.628337074779703,1.487758862900921,3.0433076156781347
timeout,150,-33.83529252863489,1.906948654360443,-0.24730017863581083,4.28983841843896,1.1729894126467988,2.7740559026191045
timeout,150,-31.877315140051138,2.2433683479804354,-0.10145070306311302,4.957489525599714,1.4086567456616956,3.1059424131003475
timeout,150,-29.74014817610699,2.278515673328208,0.23182926178296753,4.130042767853107,1.6086603425267976,2.3073396816814893
timeout,150,-28.08055148331438,2.436755282736044,0.25650225009600824,4.251757034639001,1.4409524733094463,2.1672917871576876
timeout,150,-32.35261146397824,2.0718121871849644,-0.07349939421394341,4.347623647925178,1.3722903641092539,2.6962243656841234
timeout,150,-27.573549704952992,2.3707159250509102,0.294789081513395,4.034071345067088,1.1963036389658033,1.8919513076704184
timeout,150,-31.325996437534222,1.8677859941909016,0.6532718795417767,4.292800827198057,1.556533895797576,2.587774953568261
timeout,150,-27.18907567987942,2.463637424434149,0.6019737024829817,4.881512799548019,1.0955157815754433,2.467732788090507
timeout,150,-30.76333066135915,2.2776272251972283,0.12703853091212,4.561632408184495,1.6548612617460285,2.7478940978075332
timeout,150,-31.854181980048793,2.065501035607935,0.18796876010906716,4.047635838905645,1.753424132410363,2.525768972236186
timeout,150,-32.738733021617165,2.012048196903688,-0.02028971656392936,4.698100163170949,1.2636395408989578,2.9771378039414667
timeout,150,-33.41840362023626,1.9974002053837492,0.06912921467542578,4.704765076584314,1.6956368441479255,3.1583780037454514
timeout,150,-31.42394647758949,1.9608939679184048,0.4420891583179493,4.471995741513939,1.4329296199283712,2.699517908390124
timeout,150,-30.81905236705879,2.1199738750325117,0.49240762860054116,4.54312364132049,1.9375666714728619,2.821371909028855
timeout,150,-37.50659837838769,1.373776351578678,0.1781363019582906,4.321192230246974,1.79798877357919,3.3632101319486924
timeout,150,-32.551754345545945,1.8895801636797314,0.3787010724574989,4.636700381048334,1.46773155183687,2.9551069140883173
timeout,150,-32.83037160740643,2.1748156594894574,-0.02301228191919485,4.884985339294895,1.7522558007803595,3.2398451288276817
timeout,150,-35.949488069295136,1.9955040447567203,-0.2758712124703977,4.773829477797173,1.952234882018086,3.5613970545526286
timeout,150,-34.747934105135364,2.123693143851817,-0.3363049966070389,4.355142152059161,1.7809259324782845,3.076041528215287
timeout,150,-35.73821469526718,2.118566250263365,-0.44277677423289097,4.003105314975132,1.8242856832185037,2.948060323740045
