event_type,step_count,episode_reward,robot_x,robot_y,goal_x,goal_y,goal_dist
collision,40,-55.45908552214711,0.4525387589683775,-0.07189394036484052,4.143791992692604,1.5640490904116253,4.037531428413362
collision,67,-57.0471394980336,0.9263359854708542,-0.05193019530238677,4.2724384905554516,1.8843482640896694,3.8659508852078157
collision,38,-54.367941541559674,0.6339160646313191,0.018120912353820712,4.281632720079392,1.6901804554733988,4.012682383913599
collision,122,-54.10750621066229,1.957138313343652,-0.06937437578860067,4.773460609192801,1.5578344630925436,3.252611240131526
collision,118,-59.960632683126846,1.8162056204601371,0.16839256346728232,4.857414878241851,1.8940504250296242,3.4966911223025003
collision,100,-58.07405452491266,1.2289944494000362,0.23383657446943784,4.498437127885387,1.909838083298642,3.673994622410222
collision,118,-49.90978902793856,1.9813072102799696,0.07824634613244848,4.940567930960717,1.57990812861414,3.31846532631125
collision,57,-65.57004866532118,0.7037087890078206,0.016006662792873508,4.892014875901118,1.959754079762281,4.617365255043475
collision,37,-54.244622158200855,0.4837807182664435,0.00414970551369798,4.1270479870130155,1.8675778307804047,4.092158448735227
collision,86,-75.81485197566295,0.7934925248572654,-0.10783557048637778,4.559157316701276,1.4484851931720055,4.0746000593834735
collision,113,-56.27297176102994,1.2356446190278187,0.526682843586226,4.153571076438464,1.8146179851705213,3.1895253157460273
collision,37,-55.56171442961605,0.6393138621828072,-0.017631869947947028,4.1484558124676445,1.0826418157777584,3.6775915230962366
collision,66,-56.04480833490993,0.8569267166800587,-0.0013502318572563095,4.248143833091694,1.047092357014499,3.54958946820662
collision,103,-59.978531732565635,1.512831692383733,-0.18522592093311632,4.232727356415371,1.632234840510303,3.271237692770826
collision,62,-53.44028660719354,1.0561748019922848,0.011108951833033447,4.278149623474269,1.817855548069716,3.693975502527961
collision,42,-58.332404911243785,0.5088276336668781,-0.044346505893619395,4.230960117791174,1.5944823480170474,4.066943599533125
collision,86,-54.724544779690575,1.3306090599674631,0.1962074159350093,4.250967756355396,1.4893614379828606,3.1938600846479113
collision,69,-56.744649483045094,1.0187982960771171,0.09232032501767776,4.916667247615985,1.4074608093515009,4.113754593665562
collision,124,-52.306435594618584,2.009659225067486,0.1477503379930476,4.965402806622092,1.629252732094252,3.30624703608621
collision,32,-53.092685506002105,0.51429151242925,-0.07779433686243468,4.2393005303472355,1.5581426726525454,4.068412722754554
timeout,150,-29.318667132928823,2.3013191844836878,0.31370647860125944,4.678668209587962,1.388501180432536,2.609017446903877
timeout,150,-47.753610569024254,2.075227565326959,-0.2987882408147532,4.819872859049452,1.177797792349272,3.116630247829874
collision,53,-59.04846020503888,0.7824407897054724,0.13463931054701678,4.61917324170563,1.0407962940700428,3.942288217142259
timeout,150,-34.519072610873515,1.7907417055647121,0.013871162568476309,4.795765448798269,1.2299743891111043,3.241770311882816
collision,113,-48.51052341911467,1.7198312444796118,0.7959978659641376,4.12348166357812,1.916516016362063,2.6519985412144598
collision,77,-64.12789188599453,0.9100079684172111,0.2549065310945339,4.833965896137099,1.316510059808009,4.065027413276897
timeout,150,-52.42370299847332,1.8062839219979558,0.7248158358604604,4.465308337224384,1.3195463198166073,2.724722956433729
collision,143,-74.5704855281608,2.0254667110287383,0.6890215029608672,4.925683641184415,1.2158644306051807,2.947680734470823
collision,140,-56.88106421964241,2.113953888586141,0.05926662092055587,4.448657735474942,1.4432826257450646,2.71410065293971
timeout,150,-30.88648243820237,2.047089286321697,0.27622422245306394,4.054909609386463,1.4948069340540173,2.348677558696518
collision,86,-62.572495120913445,1.201005789808377,0.12358793006763676,4.922445443074075,1.016746045113058,3.827119610277396
collision,29,-53.86298126114509,0.506466278012063,-0.015172210701927799,4.433397217753929,1.6567737356402203,4.268042859788533
timeout,150,-40.58180400091439,2.2863095384034278,0.3887705492555389,4.55542086544923,1.8486615036838963,2.6981749041434107
collision,136,-52.27065539502072,2.0437792833196995,0.32893365272679637,4.927466204455752,1.349759682263852,3.059041686821465
collision,58,-55.56449502188027,0.8355714370243624,0.2596409698339763,4.664125626723601,1.9539824959586274,4.186719526146217
collision,39,-56.57328665009507,0.5733235921061905,0.0025170999333032867,4.833870390093528,1.9864171805347812,4.699799841232679
collision,136,-64.07065972963409,1.871736393651197,-0.06134393078675307,4.499883805265167,1.1714643790735821,2.9029252739321256
collision,93,-67.51008346467646,1.3726099195304968,0.2580627239246693,4.866356477775079,1.2898424297353084,3.6429156419780777
timeout,150,-28.26307460439637,2.2278895509239844,0.7743451075868575,4.181304877415519,1.9731912411952144,2.2919562582736464
collision,47,-53.596176623999675,0.7789765548322607,-0.046334715728693424,4.299145944790411,1.379552685970184,3.797992550851293
collision,59,-53.88959615574825,0.7913651908378948,0.17302583300919377,4.1977827489134025,1.3160257596337734,3.593066853292449
collision,47,-55.64357941985324,0.644132396378999,0.08846762548590888,4.388025957026299,1.2171061021066412,3.9103150518040213
collision,38,-56.08882273540438,0.6038223660518652,-0.03694890361952568,4.989630041140886,1.3328644346276293,4.594746733445661
collision,148,-65.39602496331135,1.9332622748093327,0.16651022156805564,4.407905331589313,1.5095998905934764,2.8156257062173906
collision,75,-55.525455597562114,1.0936261516500272,0.05373544321760867,4.55353088684767,1.5627556419487643,3.774663261381297
collision,133,-58.093545372730034,1.5373393725620363,0.07694856147010386,4.209826603908388,1.645563912766309,3.098829153411237
timeout,150,-34.39392167548941,1.6875804811527533,0.21276379543693766,4.429167610010002,1.414599567864698,2.99344437212432
timeout,150,-36.51013845903316,2.2170515301123466,0.003226855292419982,4.573150783283333,1.967886286354152,3.067750050257141
timeout,150,-48.71506352224033,1.743803831591877,0.42786337694688203,4.626275838132207,1.3383095396799902,3.0228392421238808
collision,110,-53.547140375600364,1.6361374359683096,0.3395028102350281,4.938941685352429,1.3353753206890422,3.4496779511757
timeout,150,-42.423978968221526,1.8847779767246995,0.027466791420251147,4.66765915685952,1.9206514981565896,3.3657950021605485
timeout,150,-34.51977509572994,1.9964677703346119,0.16543770502288682,4.647632799871408,1.8689837108514462,3.151308459642324
collision,95,-64.30302968704528,1.043904706783284,0.24166051041646847,4.573251835688118,1.9523813848033327,3.9220985538830804
timeout,150,-48.119066081570956,1.7528166004948538,0.38592172306668626,4.307960948514593,1.1454097907342975,2.6656302752157317
collision,64,-62.32230476148557,0.999229835830023,0.13043398084239857,4.626621317851079,1.662960541051179,3.9378428893982385
collision,134,-55.76417600419929,1.8441679441564316,0.47948720639083087,4.624309206717613,1.6685163850696092,3.023735409645627
timeout,150,-31.664874514886833,1.8824933728430076,0.49392467863817807,4.469278765290363,1.0047366528239396,2.6367380490959986
timeout,150,-31.398940091847887,2.047504678019229,0.4941190328350731,4.635335949888151,1.5341319849084014,2.7889958107073234
timeout,150,-35.63469507078179,2.107929340868081,0.28155458208506795,4.316364524739743,1.3513547581711418,2.4539067582359477
collision,133,-55.62478866019671,1.6517730409194125,0.003304232741560153,4.066276214380188,1.4284241770933626,2.803710475502319
timeout,150,-33.86458855016232,1.8899581378252925,0.1621779943482285,4.589259475735077,1.7791451955030455,3.1465553614153996
timeout,150,-43.57828795991769,1.6503125163379546,-0.06925066348668774,4.2119351273426595,1.3368093829677632,2.922142237374159
timeout,150,-33.26219200128453,2.006806792952116,-0.030599878574312515,4.343653357161381,1.6070833954757155,2.8535694087861025
timeout,150,-48.71065481447356,1.8924287089087237,0.37160369187217446,4.921809790441101,1.5292302964835445,3.2430308498147724
timeout,150,-31.539339149291738,2.2334807007750226,0.0907862248786292,4.187147485703151,1.6825075892633987,2.519998176263293
collision,87,-57.10573490727359,1.1436114933846007,0.3443293596778778,4.737678881028385,1.32399059729604,3.7251921463752935
timeout,150,-58.00341038421966,1.9912362567475197,0.5095411743605204,4.456870984275289,1.8997873981709266,2.8305722340915502
collision,120,-53.291121601319645,1.840645946918335,-0.20102441373737717,4.855610769323922,1.3916317215621667,3.409775131244058
timeout,150,-53.90400497529193,1.7471197966594432,0.03075001443501414,4.072451470446458,1.9162008305908738,2.9936753620357566
timeout,150,-32.126316995000394,2.0920138842584697,0.05263324044567256,4.66489644801206,1.4368669388944317,2.921613872295307
timeout,150,-33.61210020585204,2.096554187320278,-0.1967102838358416,4.4513986307614655,1.6211730777541709,2.9748936567802957
timeout,150,-39.69808491954494,1.9554998245514148,0.7365614257003165,4.651741145812386,1.3404800285488316,2.7630481250498713
timeout,150,-35.54042635402432,2.0554734485269854,-0.3049319106756067,4.253046351089274,1.9369317221454252,3.13931190075812
collision,108,-47.46410398018805,1.8962731023775878,0.49699601815029404,4.813951232337101,1.4687594349337516,3.0752511780735405
collision,141,-57.40963082320255,2.1189516750748947,-0.0007276883469763278,4.100126010413317,1.7255539785788123,2.627755723153832
collision,122,-70.75737312567445,1.5058153453279655,0.3632673424189617,4.389666654208004,1.8257553752216706,3.2334918614124035
timeout,150,-35.726984651682166,1.864005288431276,-0.09230169390276101,4.238323720671349,1.8285257566417714,3.0540082043832766
timeout,150,-32.60186139359633,1.6578875287971149,0.6217595012094256,4.052913197341656,1.2763886613689022,2.482878831179308
timeout,150,-32.28348981994478,1.8869261273263902,0.4542424738730769,4.749784433749513,1.0972274034750988,2.9341757449667507
