event_type,step_count,episode_reward,robot_x,robot_y,goal_x,goal_y,goal_dist
collision,54,-56.85815822887278,0.7121756816124057,0.14200396207967425,4.824956906497405,1.2564794066615277,4.26110606771792
timeout,150,-30.806890991392454,2.069556826316951,0.3931949722434274,4.612903116441597,1.2046884578942194,2.6696688987109383
collision,131,-55.2450523908082,1.9191351771415543,0.16855783469070307,4.550933177947033,1.5827602071959,2.9876962809902614
collision,143,-51.37969947065344,2.000875164990805,0.3418237618852124,4.57759175897726,1.6656568816316826,2.8968953268392053
collision,88,-55.109175384855455,1.1744361339369234,0.1585708534055038,4.900920167831841,1.2682941672224937,3.8882089820510806
collision,104,-55.41183979908963,1.7695118664993366,0.015024125977197265,4.60393464633839,1.0223036793657685,3.008083209212342
collision,121,-55.61156065500244,1.6786187706616997,-0.16268508913170962,4.186187516269828,1.1808778470815426,2.844830817028791
timeout,150,-32.05111635663679,2.14568173241239,0.13130717463587807,4.686180067035486,1.3026291509985948,2.7975215746322646
collision,46,-54.36053679110857,0.5695987269308681,-0.050438297865441954,4.19293987769151,1.2893827114639334,3.863123274222017
collision,31,-54.58032590253371,0.4564659064029941,0.0014597702735491948,4.360339810985058,1.857740687308921,4.322731810536769
collision,53,-53.6689547482053,0.8157181540496602,0.09034433937479991,4.716713213758478,1.2085588265562337,4.058098827679661
collision,42,-54.419647040895164,0.5032430882634991,-0.045375694494267683,4.33346621302519,1.2761968635695626,4.051809868649637
collision,37,-56.02088282294647,0.4964034735671222,-0.07438904620561604,4.983791004938318,1.189951872292549,4.662103046361637
collision,35,-54.03548450905556,0.4983588107689219,-0.01016658223160113,4.294593635034744,1.225156021309953,3.992169933230453
collision,53,-54.521401404955384,0.8721058591915966,-0.08112460991055453,4.131463941155193,1.5994348060865762,3.6671099052466416
timeout,150,-31.15737820480274,2.1034936139904503,0.37910088530267094,4.240453800303758,1.923392047907163,2.6365572310849883
collision,66,-56.40654367420486,0.894028097470118,0.038174787908574474,4.369608494437726,1.2595423964722798,3.6839378294203255
collision,113,-67.29959946584623,1.421890314150908,-0.06605552811514703,4.827565653608035,1.4926398282841324,3.7454179649068666
collision,94,-56.131398946758836,1.166849875257258,-0.04275873357386635,4.841912489966976,1.6169684583591066,4.032465694048586
timeout,150,-32.46435098931939,1.846286584716765,0.21635109445814707,4.29015534228373,1.1573845876903248,2.618785699440994
timeout,150,-36.74223550164007,2.0860910682110423,-0.018631379259634755,4.0154777598856635,1.469493517072574,2.436605982323545
timeout,150,-32.71162264040137,1.855190301848511,0.11158352911205557,4.087554148819903,1.288492374547955,2.523601152268356
timeout,150,-36.65397101748037,1.9268747673936777,0.4884848983067495,4.074737212042376,1.2303966252001106,2.272387751162678
collision,88,-60.64902454017749,1.086574054591123,0.16907732646718046,4.632577424753377,1.0914491072431107,3.664001856327835
timeout,150,-43.82948757668237,1.913708450646334,0.5955561164570836,4.212389757961117,1.8589452025355966,2.6229921340752624
collision,83,-58.383190797805035,1.043107842365883,0.21075999855305266,4.153793319861431,1.6962873258187119,3.4471953208303643
collision,60,-58.416439769587356,0.6462139995714544,0.1651392026292179,4.313940795420633,1.9066270160318055,4.060172367427251
collision,149,-64.36388821673374,1.835794990686167,0.1479292407794173,4.86898593602379,1.5347770666917266,3.335205271511162
collision,125,-62.62066177001485,1.5494185212521618,0.4933751802492102,4.393067427097689,1.2913215980500103,2.953482281205966
collision,82,-62.03958282416056,0.9541203345933424,0.14156608194839918,4.849380465781401,1.5348200141672623,4.136932197808726
collision,88,-61.210710302054935,0.8813004463642838,0.1867296539139455,4.237688408137498,1.0252270998526785,3.459540159729604
timeout,150,-34.1225255089845,2.0134263658688796,0.44062518288054664,4.7539393739154425,1.2298674897289268,2.851896731333688
collision,38,-55.901452675151425,0.5374930377214042,0.004025121286566015,4.099795865080547,1.266795168418164,3.7794959486343784
timeout,150,-32.18086538852201,1.807595432612702,0.536774269978544,4.431996769186027,1.0011858163318053,2.665175502625311
collision,100,-64.22329222236351,0.8898433646800714,0.3299334174844012,4.512923561916969,1.2240149900500783,3.7317679421437324
collision,117,-59.891519685523164,1.3313008541746918,0.4232080987873967,4.56398246879484,1.7258966217434795,3.4852873352629947
collision,100,-58.5309781763232,1.234804788090904,0.01787357283790467,4.101456385735154,1.7535273675016607,3.3511468898284695
