event_type,step_count,episode_reward,robot_x,robot_y,goal_x,goal_y,goal_dist
timeout,150,-34.97729200326282,1.6348094780444251,0.00265814637943855,4.411123466683725,1.0578308620940828,2.970068824708087
timeout,150,-38.85151733007816,1.550020950507699,0.3468688241567844,4.8130092504708095,1.9027980360855414,3.614970035592189
timeout,150,-38.61042263855134,1.2110415320764574,0.14860453036137958,4.162298128234951,1.7483279550582913,3.3569376717319366
timeout,150,-38.678316253397796,1.456824943909386,-0.1306286815976337,4.5063297952644215,1.8726969754250833,3.648670103821856
collision,84,-63.10148433385291,0.6026279181190407,-0.17144763870229984,4.859665275300289,1.3453151434566464,4.5191743048680095
timeout,150,-53.560853608816345,1.6862212852192857,0.3919759306868711,4.377927911778703,1.8812218673957792,3.0762213872652064
timeout,150,-34.03630766457278,1.7312066547660871,0.04731353843156907,4.063138668353243,1.3348132692876797,2.6637497016324954
timeout,150,-46.81154759685735,1.1324483005987478,-0.21025719801417483,4.824151527991531,1.3703713685370553,4.015851016228078
timeout,150,-36.76942884155083,1.4007658973127801,0.011872031982589334,4.165677509425616,1.2187691697152117,3.016842210634092
timeout,150,-35.10566261759986,1.7530666416844178,0.06826047400524292,4.7592101360722925,1.5384205974493272,3.346381552874039
